,MatrixID,Lat,Lon,StudyStart,StudyEnd,GenTime,db,Download,air_temperature,air_temperature_SD,total_precipitation,total_precipitation_SD,volumetric_soil_water_layer_1,volumetric_soil_water_layer_1_SD,volumetric_soil_water_layer_2,volumetric_soil_water_layer_2_SD,snowfall,snowfall_SD,volumetric_soil_water_layer_3,volumetric_soil_water_layer_3_SD,volumetric_soil_water_layer_4,volumetric_soil_water_layer_4_SD,runoff,runoff_SD,total_evaporation,total_evaporation_SD
1683,249627,-4.685,29.631944,1983,2007,34.06916581,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1684,249628,-4.685,29.631944,1983,2007,35.72205059,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1685,249629,-4.685,29.631944,1983,2007,41.70411763,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1686,249630,-4.685,29.631944,1983,2007,25.67891724,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1687,249631,-4.685,29.631944,1983,2007,34.67437889,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1688,249632,-4.685,29.631944,1983,2007,41.02334166,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1689,249633,-4.685,29.631944,1983,2007,50.36432662,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1690,249634,-4.685,29.631944,1983,2007,35.24931844,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1691,249635,-4.685,29.631944,1983,2007,50.59382018,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1692,249636,-4.685,29.631944,1983,2007,36.36833879,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
1693,249637,-4.685,29.631944,1983,2007,22.54287596,comadre,1,296.4332878,0.69166756,0.21771815,0.176260072,0.255074628,0.048546909,0.26466981,0.041008301,0,0,0.270553996,0.032664471,0.299300076,0.013998557,0.076865035,0.069610508,-0.112533783,0.015999609
